Item #, Item Description, MSP, Retail Price, Dealer Price, Sale Price, Sale Ends, Quantity, UPC Code, Manufacturer, Gun Type, Model Series, Caliber, Action, Capacity, Finish,Stock, Sights, Barrel Length, Overall Length, Features
178042,S&W 642PC 38SP DAO 1.8S FS NIL,$447.00,$568.00,$447.00,$447.00,4/5/2023,20,#022188780420#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action Only,642|Performance Center,38SP,Double Action Only,5,Matte Stainless Finish,Black Synthetic,Front: Serrated Ramp Rear: Fixed U-Notch,1.875,6.3125,Round Butt/ Internal Hammer/ Cut For Full Moon Clip
13323,S&W 19 CARRY COMP 357 DA 2.5B,$993.00,$1249.00,$993.00,$993.00,4/5/2023,0,#022188884814#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,19 Carry Comp Performance Center,357,Double Action,6,Glass Bead Blue Steel,Custom Wood & Synthetic Grip,Front: Tritium Night Rear: Adjustable Blade,2.5,7.5,Power Port Vented Barrel/ PC Tuned Action/ +P Rated
11759,S&W 686PC 357 4SS 6RD AS,$932.00,$1169.00,$932.00,$932.00,4/5/2023,0,#022188871265#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,686,357,Double Action,6,Satin Stainless Steel,Hogue Rubber,Front: Interchangeable Orange Rear: Adjustable,4,9.5,Speed Release Thumbpiece/ Vented Ribbed Barrel
11760,S&W 686+PC 357 5SS 7RD AS,$932.00,$1169.00,$932.00,$932.00,4/5/2023,0,#022188871449#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,686,357,Double Action,7,Satin Stainless Steel,Hogue Rubber,Front: Interchangeable Orange Rear: Adjustable,5,10.6,Speed Release Thumbpiece/ Vented Ribbed Barrel
170319,S&W 686PC WB 357 6SS 6RD AS,$1343.00,$1659.00,$1343.00,$1343.00,4/5/2023,0,#022188703191#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,686,357,Double Action,6,Glass Bead Stainless Steel,Synthetic Grip,Ft: Partridge Dovetail Rr: Adj Black Blade,6 Weighted Barrel,11.5,Chrome Hammer/ Chrome Trigger With Stop
170346,S&W 686+PC 357 2.5SS 7RD AS,$1054.00,$1309.00,$1054.00,$1054.00,4/5/2023,0,#022188703467#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,686,357,Double Action,7,Glass Bead Stainless Steel,Custom Wood Grip,Ft: Red Ramp Rr: Adjustable,2.5,7.5,Unfluted Cylinder/ Chrome Trigger W/ Stop
170245,S&W 327PC 357 DA 2B 8R FS,$1226.00,$1519.00,$1226.00,$1226.00,4/5/2023,0,#022188702453#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,327,357,Double Action,8,Matte Black,Wood Round Butt,Ft: Dovetail .260 Red Ramp Rr: Fixed Notch,2,7,Ball Dentent Lock Up/ Chamfered Charge Holes
170269,S&W 327PC TRR 357 5B 8R AS,$1239.00,$1539.00,$1239.00,$1239.00,4/5/2023,0,#022188702699#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,327,357,Double Action,8,Black,Hogue Rubber Grips,Ft: Interchangeable Rr: Micrometer Click Adj,5 (Two-Piece Schrouded),10.5,Ball Detent Lock-Up/ Chamfered Charge Holes
170210,S&W 627PC 357 5SS 8R AS,$1176.00,$1499.00,$1176.00,$1176.00,4/5/2023,0,#022188702101#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,627,357,Double Action,8,Satin Stainless Steel,Wood Grips with Rubber Monogrip Included,Ft: Interchangeable Rr: Micrometer Click Adj,5,9.5,Ball Detent Lock-Up/ Chamfered Charge Holes
170133,S&W 627PC 357 2.6SS 8R AS,$1012.00,$1259.00,$1012.00,$1012.00,4/5/2023,0,#022188701333#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,627,357,Double Action,8,Satin Stainless Steel,Wood Grip,Ft: Dovetailed Red Ramp Rr: Adj White Outline,2.625,7.625,Chrome Flashed Custom Tear Drop Hammer
170296,S&W 627PC VCOMP 357 5B 8R AS,$1462.00,$1819.00,$1462.00,$1462.00,4/5/2023,0,#022188702965#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,627,357,Double Action,8,Two Tone Matte,Synthetic Grip,Ft: Drift Adj. Dovetail Rr: Adjustable Black,5,11,Removeable Cap Muzzle Protector/ 2 Full Moon Clips
170135,S&W 629PC 44M 2.6SS 6RD AS,$1012.00,$1259.00,$1012.00,$1012.00,4/5/2023,0,#022188701357#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,629,44M,Double Action,6,Glassbead,,Ft: Dovetailed Red Ramp/ Rr: Adj White Outline,2.625,7.625,Chrome Flashed Custom Tear Drop Hammer
170318,S&W 629PC HUNT 44M 7.5B/SS AS,$1284.00,$1589.00,$1284.00,$1284.00,4/5/2023,0,#022188703184#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,629,44M,Double Action,6,Two Tone Black,Synthetic Grip,Ft: Red Ramp/ Rr: Adj Black Blade,7.5 W/ Muzzle Brake,14,Red Dot/Green Dot Sight/ Integral Picatinny Rail
170323,S&W 629PC STEALTH 44M 7.5B AS,$1523.00,$1879.00,$1523.00,$1523.00,4/5/2023,0,#022188703238#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,629,44M,Double Action,6,Matte Black,Synthetic Grip,Ft: Drift Adj Dovetail Ramp/ Rr: Adj Black Blade,7.5 Magna Ported Barrel,12.875,Ball Detent Lock-up/ Forged Color Case Trigger
170320,S&W 629PC WB 44M 6SS 6RD AS,$1449.00,$1799.00,$1449.00,$1449.00,4/5/2023,0,#022188703207#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,629,44M,Double Action,6,Glass Bead Stainless Steel,Synthetic Grip,Ft: Partridge Dovetail Rr: Adj Black Blade,6 Weighted Barrel,11.25,
170341,S&W 929PC JM 9MM 6.5SS 8RD AS,$1167.00,$1449.00,$1167.00,$1167.00,4/5/2023,0,#022188703412#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,929,9MM,Double Action,8,Glass Bead Stainless Steel,Synthetic Grip,Ft: Patridge Rr: Adjustable,6.5,12.25,Removeable Compensator/ Includes 2 Moonclips
170292,S&W MP R8PC 357 5B 8RD AS,$1211.00,$1539.00,$1211.00,$1211.00,4/5/2023,0,#022188702927#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,M&P,357,Double Action,8,Black Matte,Black Rubber Grips,Ft: Interchangeable White Dot Rr: Adj V-Notch,5 Two-Piece/ Button Rifled w/Polygonal Config.,10.5,Removable Picatinny-Style Mounting Rail
11626,S&W 460PC 460SW 7.5SS COMP HVZ,$1627.00,$2009.00,$1627.00,$1627.00,4/5/2023,A*,#022188870220#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,460,460 SW Magnum,Double Action,5,Stainless Steel,Hogue Rubber Grips,Ft: Green Rr: Adj/ Black Blade,7.5 with Integral Weaver Base,15,Black Nylon Sling and Swivels
170262,S&W 460PC 460SW 10SS COMP HVZ,$1531.00,$1889.00,$1531.00,$1531.00,4/5/2023,A*,#022188702620#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,460,460 SW Magnum,Double Action,5,Stainless Steel,Hogue Rubber Grips,Ft: Green Rr: Adj/ Black Blade,10.5 with Integral Weaver Base,18,Black Nylon Sling and Swivels
170350,S&W 460PC 460SW 3.5SS 5R HVZ,$1576.00,$1949.00,$1576.00,$1576.00,4/5/2023,A*,#022188703504#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,460,460 SW Magnum,Double Action,5,Stainless Steel Glass Bead,Synthetic Grips,Ft: HI-VIZ Fiber Optic Green Rr: Adjustable,3.5,10,Unfluted Cylinder/ Chrome Trigger With Stop
170339,S&W 460PC 460SW 14SS COMP BPD,$1470.00,$1819.00,$1470.00,$1470.00,4/5/2023,A*,#022188703399#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,460,460 SW Magnum,Double Action,5,Stainless Steel Glass Bead,Hogue Rubber Grips,Ft: Black Ramp Rr: Adjustable,14,21.5,Bi-Pod Included/ Perf Ctr Gun Rug
11623,S&W 500PC 500SW 3.5SS HVZ,$1576.00,$1949.00,$1576.00,$1576.00,4/5/2023,A*,#022188870008#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,500,500 SW Magnum,Double Action,5,Stainless Steel Glass Bead,Hogue Rubber Grips,Ft: Green Fiber Optic Rr: Adjustable Black Blade,3.5,10,Performance Tuned Action
170299,S&W 500PC 500SW 7.5S COMP AS,$1488.00,$1839.00,$1488.00,$1488.00,4/5/2023,A*,#022188702996#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,500,500 SW Magnum,Double Action,5,Stainless Steel Glass Bead,Hogue Rubber Grips,Ft: Orange Ramp Rr: Adjustable Black Blade,7.5,15,
170231,S&W 500PC 500SW 10SS COMP,$1506.00,$1859.00,$1506.00,$1506.00,4/5/2023,A*,#022188702316#,Smith & Wesson|Smith & Wesson Performance Ctr,Revolver: Double Action,500,500 SW Magnum,Double Action,5,Stainless Steel Glass Bead,Hogue Rubber Grips,Ft: Orange Ramp Rr: Adjustable,10.5 with Integral Weaver Base,18,Black Nylon Sling and Swivels
11868,S&W MP2 SHDPC 40SW 3.1B HVZ TS,$468.00,$584.00,$468.00,$468.00,4/5/2023,50,#022188873573#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,40SW,Double Action Only,6+1 & 7+1,Matte Black Stainless Steel Slide,Black Polymer Frame,Ft: HIVIZ Green Rr: HIVIZ Red,3.1,6.1,Ported Barrel and Slide/ PC Tuned Action
12473,S&W MP2 SHDPC 45AP 3.3B HVZ NT,$468.00,$584.00,$468.00,$468.00,4/5/2023,0,#022188877700#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,45AP,Double Action Only,6+1 & 7+1,Matte Black Stainless Steel Slide,Black Polymer Frame,Ft: HIVIZ Green Rr: HIVIZ Red,3.3,6.5,Ported Barrel and Slide/ PC Tuned Action
11796,S&W MP2 SHD 40SW 4B 6RD HVZ,$461.00,$577.00,$461.00,$461.00,4/5/2023,68,#022188871289#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,40SW,Double Action Only,6+1 & 7+1,Matte Black Stainless Steel Slide,Black Polymer Frame,Ft: HIVIZ Green Rr: HIVIZ Red,4,7,PC Tuned Action
11864,S&W MP2 SHD 45AP 4B 6RD HVZ,$461.00,$577.00,$461.00,$461.00,4/5/2023,8,#022188870671#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,45AP,Double Action Only,6+1 & 7+1,Matte Black Stainless Steel Slide,Black Polymer Frame,Ft: HIVIZ Green Rr: HIVIZ Red,4,7.125,PC Tuned Action
13251,S&W MP SHD+PC 9MM 4 13 HVZ CT,$678.00,$879.00,$678.00,$678.00,4/5/2023,3,#022188886290#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only,10+1 & 13+1,Matte Black Stainless Steel Slide,Black Polymer Frame,FT: Green Fiber Optic RR: Red Fiber Optic,4,7,Flat Face Trigger/ Fiber Optic Sights/ CT Red Dot
13252,S&W MP SHD+PC 9MM 4 13 HVZ NT,$468.00,$630.00,$468.00,$468.00,4/5/2023,46,#022188886504#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only,10+1 & 13+1,Matte Black Stainless Steel Slide,Black Polymer Frame,FT: Green Fiber Optic RR: Red Fiber Optic,4,7,Flat Face Trigger/ Fiber Optic Sights
13253,S&W MP SHD+PC 9MM 4 13 CT PRT,$685.00,$889.00,$685.00,$685.00,4/5/2023,7,#022188886511#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only,10+1 & 13+1,Matte Black Stainless Steel Slide,Black Polymer Frame,FT: Green Fiber Optic RR: Red Fiber Optic,4,7,Ported Barrel/ Fiber Optic Sights/ CT Red Dot
13254,S&W MP SHD+PC 9MM 13R HVZ PRT,$461.00,$623.00,$461.00,$461.00,4/5/2023,10,#022188886528#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only,10+1 & 13+1,Matte Black Stainless Steel Slide,Black Polymer Frame,FT: Green Fiber Optic RR: Red Fiber Optic,3.1,6.1,Flat Face Trigger/ Fiber Optic Sights/ Ported BBL
13255,S&W MP SHD+PC 9MM 13R HVZ EDC,$487.00,$653.00,$487.00,$487.00,4/5/2023,6,#022188886535#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only,10+1 & 13+1,Matte Black Stainless Steel Slide,Black Polymer Frame,FT: Green Fiber Optic RR: Red Fiber Optic,3.1,6.1,Flat Face Trigger/ Fiber Optic Sights/ Ported BBL
11820,S&W MP2 PC 9MM 5B 17R HVZ,$580.00,$723.00,$580.00,$580.00,4/5/2023,10,#022188871173#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only (Striker Fired Action),17+1,Matte Black Stainless Steel Slide,Black Polymer Frame w/S/ M/ ML/ L Inserts,Adjustable HiViz Sights,5,8.25,PC Action/ Larger Slide Stop
11831,S&W MP2PC 9MM 4.2B 17 PRT CORE,$625.00,$774.00,$625.00,$625.00,4/5/2023,7,#022188871401#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only (Striker Fired Action),17+1,Matte Black Stainless Steel Slide,Black Polymer Frame w/S/ M/ ML/ L Inserts,Tall Fixed 3 Dot Sights,4.25,7.5,PC Action/ Ported Barrel/ CORE Optic Mounting Plate
11833,S&W MP2PC 9MM 5B 17R PRT CORE,$643.00,$795.00,$643.00,$643.00,4/5/2023,11,#022188871425#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only (Striker Fired Action),17+1,Matte Black Stainless Steel Slide,Black Polymer Frame w/S/ M/ ML/ L Inserts,Tall Fixed 3 Dot Sights,5,8.25,PC Action/ Ported Barrel/ CORE Optic Mounting Plate
12470,S&W MP2PC 9MM 5B 17R CT RD,$748.00,$914.00,$748.00,$748.00,4/5/2023,5,#022188878462#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only (Striker Fired Action),17+1,Matte Black Stainless Steel Slide,Black Polymer Frame w/S/ M/ ML/ L Inserts,Tall Fixed 3 Dot Sights/ CT Red Dot,5,8.25,PC Action/ Prtd Barrel/ Crimson Trace 5MOA Red Dot
170343,S&W 1911PC 45AP 5SS 8R G10 ADJ,$1427.00,$1731.00,$1427.00,$1427.00,4/5/2023,0,#022188703436#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,1911|SW1911,45AP,Single Action,8+1,Stainless Steel,G10 Custom Wood,Front: Black Post Rear: Adjustable,5,8.7,PC Action Job/ Lighting-Cuts in Slide
170344-SW,S&W 1911PC 45AP 4.25B/SS SCAD,$1427.00,$1731.00,$1427.00,$1427.00,4/5/2023,0,#022188703443#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,1911|SW1911,45AP,Single Action,8+1,Black Scandium Frame|Stainless Steel Slide,G10 Custom Wood,Front: Black Post Rear: Fixed,4.25,7.95,PC Action Job/ Slide Ported Lighting-Cuts
178053,S&W 1911PC 9MM 3B 8R SCAD FS,$1271.00,$1481.00,$1271.00,$1271.00,4/5/2023,3,#022188869026#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,1911,9MM,Single Action,8+1,Matte Black,Fully Stippled Black Synthetic,Front: White Dot Rear: Low Profile Carry,3,6.9,Oversized External Extractor/ Full Length Guide Rod
178031,S&W 41 PC 22LR 5.5B HB 10RD,$1453.00,$1763.00,$1453.00,$1453.00,4/5/2023,0,#022188780314#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,41,22LR,Single Action,10+1,Black,Custom Wood Target,Front: Removeable Rear: Adjustable Target,5.5,10.5,Integral Picatinny Style Mount
11870,S&W MP2 SHDPC 40SW 3.1B PRT NS,$539.98,$675.00,$539.98,$419.99,4/5/2023,57,#022188873580#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,40SW,Double Action Only,6+1 & 7+1,Matte Black Stainless Steel Slide,Black Polymer Frame,Night Sights,3.1,6.1,Ported Barrel and Slide/ PC Tuned Action
11788,S&W MP2 SHDPC 9MM 4 PRT RD HVZ,$740.98,$911.00,$740.98,$549.99,4/5/2023,0,#022188874389#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,9MM,Double Action Only,7+1 & 8+1,Matte Black Stainless Steel Slide,Black Polymer Frame,Ft: HIVIZ Green Rr: HIVIZ Red,4,7,PC Tuned Action/ 4 MOA Red Dot/ Ported Barrel
11797,S&W MP2 SHDPC 40SW 4B 6R RD,$714.98,$883.00,$714.98,$514.99,4/5/2023,22,#022188874341#,Smith & Wesson|Smith & Wesson Performance Ctr,Pistol: Semi-Auto,M&P,40SW,Double Action Only,6+1 & 7+1,Matte Black Stainless Steel Slide,Black Polymer Frame,Ft: HIVIZ Green Rr: HIVIZ Red,4,7,PC Tuned Action/ 4 MOA Redt Dot
23-125-01-43,SOG PARASHEARS BLACK,$49.99,$88.95,$49.99,,,11,##,SOG,,,,,,,,,,,
B63N-CP,SOG POWERLOCK EOD W/V-CUTTER,$49.99,$88.95,$49.99,,,0,##,SOG,,,,,,,,,,,
B61N-CP,SOG POWERLOCK EOD BLK SCISSORS,$49.99,$88.95,$49.99,,,0,##,SOG,,,,,,,,,,,
B66N-CP,SOG POWERASSIST BLACK,$49.99,$88.95,$49.99,$44.99,3/15/2023,0,##,SOG,,,,,,,,,,,
PA1002-CP,SOG POWERACCESS BLACK,$43.99,$77.95,$43.99,,,16,##,SOG,,,,,,,,,,,
PA1001-CP,SOG POWERACCESS,$43.99,$77.95,$43.99,,,20,##,SOG,,,,,,,,,,,
PP1001-CP,SOG POWERPINT,$31.99,$55.95,$31.99,,,33,##,SOG,,,,,,,,,,,
15-73-01-57,SOG ONE-ZERO AU BLK/CHROME,$194.99,$332.95,$194.99,,,0,##,SOG,,,,,,,,,,,
15-73-02-57,SOG ONE-ZERO AU WHITE/CHROME,$194.99,$332.95,$194.99,,,0,##,SOG,,,,,,,,,,,
12-27-03-57,SOG KIKU XR LTE ORANGE G10,$148.99,$255.95,$148.99,,,6,##,SOG,,,,,,,,,,,
12-27-04-57,SOG KIKU XR LTE BLACKOUT,$148.99,$255.95,$148.99,,,22,##,SOG,,,,,,,,,,,
12-27-01-57,SOG KIKU XR,$127.99,$221.95,$127.99,,,15,##,SOG,,,,,,,,,,,
12-27-02-57,SOG KIKU XR BLACK,$127.99,$221.95,$127.99,$114.99,3/10/2023,33,##,SOG,,,,,,,,,,,
12-21-02-57,SOG SEAL XR,$139.99,$249.95,$139.99,,,23,##,SOG,,,,,,,,,,,
12-61-01-57,SOG PENTAGON XR BLACKOUT,$114.99,$199.95,$114.99,,,8,##,SOG,,,,,,,,,,,
12-57-01-57,SOG VISION XR BLACK,$99.99,$171.95,$99.99,,,15,##,SOG,,,,,,,,,,,
12-63-01-57,SOG ULTRA XR CARBON GRAPHITE,$84.99,$143.95,$84.99,,,20,##,SOG,,,,,,,,,,,
11-41-09-41,SOG AEGIS AT TANTO BLK/MOSS,$61.99,$105.95,$61.99,,,12,##,SOG,,,,,,,,,,,
11-41-04-41,SOG AEGIS AT FOREST/MOSS,$61.99,$105.95,$61.99,,,18,##,SOG,,,,,,,,,,,
11-41-06-41,SOG AEGIS AT TAN/BLAZE,$61.99,$105.95,$61.99,,,16,##,SOG,,,,,,,,,,,
TWI17-CP,SOG TWITCH II WOOD HANDLE,$44.99,$77.95,$44.99,,,47,##,SOG,,,,,,,,,,,
FF25-CP,SOG ESCAPE BLACK,$37.49,$66.95,$37.49,,,19,##,SOG,,,,,,,,,,,
EL01-CP,SOG KILOWATT,$34.99,$60.95,$34.99,$32.99,3/15/2023,39,##,SOG,,,,,,,,,,,
FLA1001-CP,SOG FLARE ASSISTED,$18.99,$37.95,$18.99,,,49,##,SOG,,,,,,,,,,,
15-61-01-57,SOG PENTAGON OTF BLACKOUT,$224.99,$388.95,$224.99,,,3,##,SOG,,,,,,,,,,,
15-61-02-57,SOG PENTAGON OTF FDE,$224.99,$388.95,$224.99,,,5,##,SOG,,,,,,,,,,,
15-38-01-57,SOG TAC AU BLACK PLAIN EDGE,$97.99,$166.95,$97.99,,,25,##,SOG,,,,,,,,,,,
15-38-02-57,SOG TAC AU BLACK PARTIAL SERR,$97.99,$166.95,$97.99,,,24,##,SOG,,,,,,,,,,,
15-38-03-57,SOG TAC AU BLACK TANTO,$97.99,$166.95,$97.99,,,28,##,SOG,,,,,,,,,,,
15-38-04-57,SOG TAC AU BLK TANTO PART SERR,$97.99,$166.95,$97.99,,,30,##,SOG,,,,,,,,,,,
15-38-07-57,SOG TAC AU COMP BLK PLAIN EDGE,$79.99,$138.95,$79.99,,,12,##,SOG,,,,,,,,,,,
15-38-08-57,SOG TAC AU COMP BLK PART SERR,$79.99,$138.95,$79.99,,,14,##,SOG,,,,,,,,,,,
15-38-09-57,SOG TAC AU COMP BLK TANTO,$79.99,$138.95,$79.99,,,19,##,SOG,,,,,,,,,,,
15-38-10-57,SOG TAC AU COMP BLK TANTO PSER,$79.99,$138.95,$79.99,,,18,##,SOG,,,,,,,,,,,
17-21-02-57,SOG SEAL FX TANTO,$169.99,$305.95,$169.99,,,15,##,SOG,,,,,,,,,,,
17-61-01-57,SOG PENTAGON FX BLACKOUT,$159.99,$277.95,$159.99,,,21,##,SOG,,,,,,,,,,,
17-61-02-57,SOG PENTAGON FX FDE,$159.99,$277.95,$159.99,,,19,##,SOG,,,,,,,,,,,
17-61-03-57,SOG PENTAGON FX COVERT BLACK,$121.99,$210.95,$121.99,$109.99,3/10/2023,21,##,SOG,,,,,,,,,,,
17-61-04-57,SOG PENTAGON FX COVERT FDE,$121.99,$210.95,$121.99,,,22,##,SOG,,,,,,,,,,,
UF1001-BX,SOG PILLAR,$134.99,$238.95,$134.99,,,15,##,SOG,,,,,,,,,,,
SS1003-CP,SOG SEAL STRIKE,$65.49,$110.95,$65.49,,,14,##,SOG,,,,,,,,,,,
E37T-K,SOG SEAL PUP ELITE PART SERR,$65.49,$110.95,$65.49,,,6,##,SOG,,,,,,,,,,,
E37SN-CP,SOG SEAL PUP ELITE PLAIN EDGE,$60.99,$102.95,$60.99,,,4,##,SOG,,,,,,,,,,,
M37N-CP,SOG SEAL PUP PARTIAL SERRATED,$37.99,$66.95,$37.99,,,22,##,SOG,,,,,,,,,,,
JB01K-CP,SOG SNARL,$31.99,$55.95,$31.99,,,14,##,SOG,,,,,,,,,,,
NB1012-CP,SOG INSTINCT,$27.99,$49.95,$27.99,,,34,##,SOG,,,,,,,,,,,
NB1002-CP,SOG INSTINCT MINI,$27.99,$43.95,$27.99,,,23,##,SOG,,,,,,,,,,,
FK1001-CP,SOG FIELD KNIFE,$27.99,$43.95,$27.99,,,27,##,SOG,,,,,,,,,,,
GB1001-CP,SOG GAMBIT,$21.99,$38.95,$21.99,,,10,##,SOG,,,,,,,,,,,
ACE1001-CP,SOG ACE,$21.99,$38.95,$21.99,,,30,##,SOG,,,,,,,,,,,
CE1012-CP,SOG CENTI II,$9.89,$16.95,$9.89,,,37,##,SOG,,,,,,,,,,,
KEY-101,SOG KEY KNIFE BLACK,$7.59,$12.95,$7.59,,,45,##,SOG,,,,,,,,,,,
KEY-102-CP,SOG KEY KNIFE BRASS,$7.59,$12.95,$7.59,,,34,##,SOG,,,,,,,,,,,
TH1001-CP,SOG THROWING HAWKS 3PACK,$46.99,$82.95,$46.99,$43.99,3/15/2023,33,##,SOG,,,,,,,,,,,
SK1001-CP,SOG SURVIVAL HAWK,$43.99,$77.95,$43.99,$39.99,3/15/2023,25,##,SOG,,,,,,,,,,,
F182N-CP,SOG VOODOO HAWK MINI,$40.99,$71.95,$40.99,$36.99,3/15/2023,13,##,SOG,,,,,,,,,,,
F01TN-CP,SOG TACTICAL TOMAHAWK,$37.99,$66.95,$37.99,,,34,##,SOG,,,,,,,,,,,
CH1001-CP,SOG CAMP AXE,$37.99,$66.95,$37.99,,,31,##,SOG,,,,,,,,,,,
F06TN-CP,SOG FASTHAWK,$33.99,$60.95,$33.99,$30.99,3/15/2023,34,##,SOG,,,,,,,,,,,
F041TN-CP,SOG THROWING KNIVES 3PACK,$30.99,$55.95,$30.99,$28.99,3/15/2023,5,##,SOG,,,,,,,,,,,
FX41N-CP,SOG FLING THROWING KNIVES 3PK,$27.99,$49.95,$27.99,,,38,##,SOG,,,,,,,,,,,
F08-N,SOG ENTRENCHING TOOL,$18.99,$32.95,$18.99,,,17,##,SOG,,,,,,,,,,,
SBSL004BKBK,SPN ALALA BLACK MICARTA,$79.99,$159.00,$79.99,,,36,##,Spartan Blades,,,,,,,,,,,
SBSL004BKGR,SPN ALALA GREEN MICARTA,$79.99,$159.00,$79.99,,,31,##,Spartan Blades,,,,,,,,,,,
SBSL003BKBK,SPN DAMYSUS BLACK MICARTA,$97.99,$195.00,$97.99,,,15,##,Spartan Blades,,,,,,,,,,,
SBSL003BKGR,SPN DAMYSUS GREEN MICARTA,$97.99,$195.00,$97.99,,,26,##,Spartan Blades,,,,,,,,,,,
SBSL002BKBK,SPN MACHAI BLACK MICARTA,$99.99,$199.00,$99.99,,,17,##,Spartan Blades,,,,,,,,,,,
SBSL002BKGR,SPN MACHAI GREEN MICARTA,$99.99,$199.00,$99.99,,,6,##,Spartan Blades,,,,,,,,,,,
SBBL2BK,SPN ENYO,$44.99,$88.00,$44.99,,,18,##,Spartan Blades,,,,,,,,,,,
SFBL7BK,SPN TALOS BLACK,$57.99,$115.00,$57.99,,,35,##,Spartan Blades,,,,,,,,,,,
SFBL7GR,SPN TALOS GREEN,$57.99,$115.00,$57.99,,,34,##,Spartan Blades,,,,,,,,,,,
SFBL8CF,SPN ASTOR BLACK,$72.99,$145.00,$72.99,,,24,##,Spartan Blades,,,,,,,,,,,
SFBL8GR,SPN ASTOR GREEN,$67.99,$135.00,$67.99,,,32,##,Spartan Blades,,,,,,,,,,,
SFBL9BK,SPN RONIN SHOTO,$77.99,$155.00,$77.99,,,13,##,Spartan Blades,,,,,,,,,,,
SBSL006BK,SPN HARSEY FIGHTER BLACK,$99.99,$195.00,$99.99,,,0,##,Spartan Blades,,,,,,,,,,,
SBSL005BK,SPN HARSEY NESSMUK BLACK,$97.99,$190.00,$97.99,,,0,##,Spartan Blades,,,,,,,,,,,
SBBL3BK,SPN GEORGE RAIDER DAGGER BLACK,$79.99,$150.00,$79.99,,,0,##,Spartan Blades,,,,,,,,,,,
PCDS1,SPN CARNIVORE DINING SET,$59.95,$119.95,$59.95,,,0,##,Spartan Blades,,,,,,,,,,,
HC9319F,SPG HELLCAT 9MM PST 11/13R FDE,$498.00,$644.00,$498.00,,,39,#706397933944#,Springfield Armory,Pistol: Semi-Auto,Hellcat,9MM,Double Action,11+1/ 13+1,Flat Dark Earth,FDE Polymer W/ Adaptive Grip Texture,UDot FT: Tritium & Luminescent RR: Tactical Rack,3,6 Melonite finish,High Hand Beavertail/ Loaded Chamber Indicator
