itemNumber,upc,mfgModelNumber,quantity,allocated,onSale,price,currentPrice,retailMap
MB85325,015813853255,85325,0,False,False,563.95,563.95,0.0
DD0216509377055,818773021975,02-165-09377-055,0,False,True,2509.09,2359.09,3150.0
AIACMPAN14GK,658175541103,ACMPAN14GK,0,False,False,186.81,186.81,0.0
WA2796686,723364200496,2796686,0,False,False,32.5,32.5,0.0
TRSG601C600866,719307214170,SG601-C-600866,1,False,False,112.05,112.05,0.0
TRSG03,719307200630,SG03,0,False,False,80.93,80.93,0.0
TRSA37,719307202467,SA37,0,False,False,80.93,80.93,0.0
WBMWL01N270WR8B,747115440719,MWL01N270WR8B,2,False,False,1652.68,1652.68,1999.0
WBMAE01N300NR8B,747115440559,MAE01N300NR8B,1,False,False,2450.53,2450.53,2949.0
WBMWL01N65CMR4B,747115440696,MWL01N65CMR4B,2,False,False,1652.68,1652.68,1999.0
WBMWL01N65RWR6B,747115440702,MWL01N65RWR6B,1,False,False,1652.68,1652.68,1999.0
SV110EP300WIN,011356575593,57559,2,False,False,1791.55,1791.55,0.0
WBMWL01N7MMWR8B,747115440733,MWL01N7MMWR8B,1,False,False,1652.68,1652.68,1999.0
CN8010303000,696528087519,801-03030-00,0,False,False,1771.99,1771.99,0.0
CN8010303200,696528087533,801-03032-00,0,False,False,1771.99,1771.99,0.0
WI535239228,048702018589,535239228,0,True,False,1659.0,1659.0,0.0
YHM-9627,816701013498,YHM-9627,0,False,False,57.25,57.25,74.5
YHM-3245-28,816701019094,YHM-3245-28,0,False,False,44.71,44.71,57.25
YHM-3240-28,816701019018,YHM-3240-28,0,False,False,444.32,444.32,572.3
YHM-3235-24,816701019070,YHM-3235-24,1,False,False,44.71,44.71,57.25
YHM-3225-28,816701019049,YHM-3225-28,0,False,False,44.71,44.71,57.25
TRGL704C601026,719307270190,GL704-C-601026,1,False,False,67.98,67.98,0.0
TRHK10,719307207752,HK10,0,False,False,80.93,80.93,0.0
TRIRCO-355,719307800823,IRCO-35,2,False,False,9349.0,9349.0,10999.0
TRAC31021,719307630420,AC31021,2,False,False,50.78,50.78,0.0
TRAC32067,719307630246,AC32067,3,False,False,35.03,35.03,0.0
TRAC32085,719307615946,AC32085,0,False,False,12.43,12.43,0.0
TRGL02,719307200265,GL02,1,False,False,126.99,126.99,0.0
TRSA137Y,719307209718,SA137Y,2,False,False,105.64,105.64,0.0
TRSA237C600900,719307213241,SA237-C-600900,0,False,False,92.84,92.84,0.0
WBMWB01N65RWR4T,747115441181,MWB01N65RWR4T,1,False,False,1362.04,1362.04,1549.0
HK229792,642230251434,229792,0,False,False,197.0,197.0,0.0
CNCA10290113521,810651027475,CA10290-113521,0,False,False,1855.99,1855.99,2195.0
HK81000271,642230260108,81000271,1,False,False,629.0,629.0,749.0
HK81000272,642230260115,81000272,0,False,False,709.0,709.0,849.0
HNMB-CSM,619835500007,MB-CSM,2,False,False,27.18,27.18,0.0
SUDBR,084871326582,DBR,0,False,False,125.3,125.3,179.0
HK81000129,642230261259,81000129,0,False,False,629.0,629.0,749.0
HK81000244,642230261860,81000244,0,False,False,709.0,709.0,849.0
HK8100106,642230260498,81000106,2,False,False,709.0,709.0,849.0
HK81000105,642230260474,81000105,1,False,False,629.0,629.0,749.0
CN8010609400,696528088912,801-06094-00,1,False,False,1993.99,1993.99,2249.99
HK205586,642230150805,205586,0,False,False,119.0,119.0,0.0
KRKVAV22M10BL00,811607032697,KVA-V22M10BL00,0,False,False,16.25,16.25,19.99
PF01606,847313016065,01606,4,False,False,24.0,24.0,29.0
CZ06397,806703063973,06397,1,False,False,647.65,647.65,0.0
CZ06398,806703063980,06398,0,False,False,647.65,647.65,0.0
WNXSKEL30TG,656813106035,XSKEL30TG,2,False,False,95.94,95.94,142.49
WNXSKEL30R,656813104888,XSKEL30R,9,False,False,95.94,95.94,142.49
WN2TM,656813001118,2TM,3,False,False,42.85,42.85,63.99
WN203M,656813000715,203M,15,False,False,49.85,49.85,73.99
WNXSKEL30DE,656813104864,XSKEL30DE,9,False,False,95.94,95.94,142.49
FA00-30021-BLK,818725012075,00-30021-BLK,1,False,False,1087.99,1087.99,1259.99
CT01-01260,810048570324,01-01260,3,False,False,162.44,162.44,229.95
LSHCBN762,682146118179,HCBN762,2,False,False,814.13,814.13,0.0
CN8010608200,696528088295,801-06082-00,3,False,True,1993.99,1793.99,2249.99
CN8010105500,696528088431,801-01055-00,0,False,False,1366.99,1366.99,1549.99
SI8900157,798681625468,8900157,5,False,False,36.0,36.0,0.0
CAGR086,787450528413,GR086,3,False,False,13.84,13.84,0.0
LSHHS62511,682146399974,HHS62511,0,False,True,933.7,839.35,0.0
LSHHS42561,682146399189,HHS42561,0,False,False,825.0,825.0,0.0
MB52150,015813521505,52150,0,True,False,463.0,463.0,0.0
BU200480,000381004802,200480,7,False,False,472.64,472.64,620.0
SISOSBDX62111,798681627998,SOSBDX62111,5,False,True,707.99,665.61,929.99
WI535740226,048702017230,535740226,0,False,False,689.0,689.0,0.0
WI535740228,048702017247,535740228,0,False,False,689.0,689.0,0.0
CN8010609100,696528088882,801-06091-00,1,False,False,1993.99,1993.99,2249.99
CN8011100701,696528087960,801-11007-01,0,True,False,1474.99,1474.99,0.0
SV110PREC300WIN,011356575654,57565,0,False,False,1251.05,1251.05,0.0
TRMROC2200051,719307616011,MRO-C-2200051,1,False,False,604.43,604.43,0.0
YHM-2055,841812101215,YHM-2055,0,False,False,64.0,64.0,82.75
YHM-4315-28A,841812101079,YHM-4315-28A,0,False,False,63.75,63.75,82.75
YHM-2145-28,841812100850,YHM-2145-28,0,False,False,46.5,46.5,60.5
YHM-2145-36,841812100959,YHM-2145-36,0,False,False,46.5,46.5,60.5
YHM-2145-M,841812100966,YHM-2145-M,0,False,False,44.71,44.71,56.6
HK81000338,642230260733,81000338,3,False,False,899.0,899.0,1069.0
CN8010105400,696528088424,801-01054-00,0,False,False,1366.99,1366.99,1549.99
CN8010104900,696528088356,801-01049-00,2,False,False,1366.99,1366.99,1549.99
MB28102,015813281027,28102,5,False,False,587.24,587.24,0.0
SIGRIPMF943LGCY,798681626915,GRIP-MOD-F-943-LG-COY,2,False,False,36.0,36.0,0.0
SIGRIPMF943SMCY,798681626939,GRIP-MOD-F-943-SM-COY,0,False,False,36.0,36.0,0.0
FA00-10021-ODG,818725011023,00-10021-ODG,0,False,False,1482.99,1482.99,1709.99
SVRENP,011356577764,57776,0,False,False,1293.56,1293.56,0.0
TRCRHX1056C2929,719307403345,CRHX1056-C-2900029,1,False,False,632.61,632.61,0.0
WBMCD01N280AR6B,747115441617,MCD01N280AR6B,2,False,False,2057.31,2057.31,2399.0
WN7664-20MOA,656813106844,7664-20MOA,4,False,False,42.85,42.85,63.99
WN7664M,656813106837,7664M,19,False,False,42.85,42.85,63.99
WN7665M,656813106851,7665M,11,False,False,42.85,42.85,63.99
WN7667-20MOA,656813105519,7667-20MOA,1,False,False,42.85,42.85,63.99
WN76T3-20MOA,656813105717,76T3-20MOA,5,False,False,42.85,42.85,63.99
WN7241M,656813106226,7241M,8,False,False,101.87,101.87,151.49
WN7841M,656813106516,7841M,0,False,False,169.78,169.78,251.99
HNH012GCAW,619835200297,H012GCAW,0,True,False,873.91,873.91,0.0
WN7842-20MOA,656813106974,7842-20MOA,0,False,False,188.64,188.64,279.99
WN7202M,656813105328,7202M,7,False,False,90.55,90.55,134.49
WNM999M,656813104437,M999M,2,False,False,30.18,30.18,44.99
SV110T3006,011356577450,57745,1,False,False,940.31,940.31,0.0
SVIMPBR300WSM,011356576521,57652,13,False,False,1131.61,1131.61,0.0
SVIMPBR3006,011356576507,57650,14,False,False,1131.61,1131.61,0.0
SV110T243,011356577412,57741,0,False,False,940.31,940.31,0.0
TRTR34C200166,719307403826,TR34-C-200166,2,False,False,1133.69,1133.69,0.0
CARI4376-N,787450777767,RI4376-N,1,False,False,744.59,744.59,0.0
WBMHU05N308NR2T,747115451258,MHU05N308NR2T,2,False,False,1225.0,1225.0,0.0
WBMHU05N653WR6T,747115451265,MHU05N653WR6T,1,False,False,1225.0,1225.0,0.0
WN7852M,656813106578,7852M,1,False,False,56.59,56.59,83.99
FA00-10021-BLK,818725011009,00-10021-BLK,2,False,False,1482.99,1482.99,1709.99
BR035-528294,023614744764,035528294,0,False,False,849.0,849.0,0.0
BR035-528227,023614744771,035528227,0,False,False,849.0,849.0,0.0
LSHCBN308,682146118131,HCBN308,6,False,False,814.13,814.13,0.0
BR035-538294,023614849520,035538294,0,False,False,1979.0,1979.0,2329.99
LSHCBN708,682146118193,HCBN708,0,False,False,814.13,814.13,0.0
BR035-538297,023614849605,035538297,0,False,False,1979.0,1979.0,2329.99
LSHCBN65C,682146118124,HCBN65C,2,False,False,814.13,814.13,0.0
BR011-706205,023614997566,011706205,0,False,False,1669.0,1669.0,0.0
WI512426390,048702022517,512426390,3,False,False,359.0,359.0,0.0
WI512426690,048702022548,512426690,5,False,False,379.0,379.0,0.0
WI512426292,048702022500,512426292,0,False,False,379.0,379.0,0.0
WI534280141,048702019722,534280141,0,True,False,1399.0,1399.0,0.0
WI535244233,048702023521,535244233,0,True,False,1399.0,1399.0,0.0
BR035-540282,023614849759,035540282,3,False,False,1959.0,1959.0,2299.99
BR011-700304,023614740735,011700304,0,False,False,1279.0,1279.0,1499.99
CD930.282,8053800943192,930.282,0,False,False,106.55,106.55,0.0
SFBAW92265CMD,706397939427,BAW92265CMD,13,False,False,1681.0,1681.0,0.0
CT01-01160,810048570348,01-01160,2,False,False,324.91,324.91,449.95
CT01-01190,810048570300,01-01190,1,False,False,365.53,365.53,509.95
DD4215900305,818773022545,42-159-00305,1,False,False,2249.0,2249.0,2499.0
PF00666,847313006660,00666,0,False,False,26.0,26.0,32.0
SI8900328,798681637966,8900328,1,False,False,36.0,36.0,0.0
PF00849,847313008497,00849,3,False,False,80.0,80.0,96.0
SFXDS5006Y,706397914615,XDS5006Y,0,False,False,28.24,28.24,0.0
BNBT-450002-2,840225705775,BT-450002-2,1,False,False,1412.0,1412.0,1610.0
CZ07302,806703073026,07302,0,False,False,810.63,810.63,0.0
BNBT-APR338-CH,840225705744,BT-APR338-CH,0,False,False,9467.0,9467.0,10030.0
BNBT-36039-G-CT,840225705546,BT-36039-G-CT,0,False,False,2125.0,2125.0,2450.0
BNBT-36045-G-CT,840225705577,BT-36045-G-CT,0,False,False,2125.0,2125.0,2450.0
SVIMPEP6.5PRC,011356578907,57890,4,False,False,1988.92,1988.92,0.0
BNBT-430033,840225700190,BT-430033,0,False,False,40.0,40.0,51.0
SV110LRH280AI,011356571472,57147,1,False,False,943.35,943.35,0.0
TS85601,713780856018,85601,8,False,False,521.72,521.72,0.0
DB1059C071,810035753020,DB1059C071,2,False,False,1290.0,1290.0,1548.0
WBMHU01N7MMRR6T,747115449439,MHU01N7MMRR6T,3,False,False,1225.0,1225.0,1349.0
BR035-540229,023614849834,035540229,0,False,False,1979.0,1979.0,2329.99
FN98541-2,845737013578,98541-2,0,True,False,3264.0,3264.0,3749.0
SV110UL28NOSLH,011356577207,57720,1,False,False,1251.05,1251.05,0.0
BEJS92QM9A4GM,082442940724,JS92QM9A4GM,0,False,False,870.0,870.0,1099.0
SIP365V001,798681656080,P365V001,30,False,True,967.0,867.0,1099.99
LWICDIU5B10,850006403820,ICDIU5B10,0,False,False,908.89,908.89,1097.92
CN8010106000,696528088936,801-01060-00,1,False,True,1864.99,1764.0,2139.99
CN8010106100,696528088943,801-01061-00,1,False,True,1864.99,1764.99,2139.99
CN8010602500,696528086192,801-06025-00,2,False,False,1860.99,1860.99,2099.99
CN8011001300,696528086703,801-10013-00,2,False,False,2126.99,2126.99,2449.99
CN8010301601,696528086543,801-03016-01,1,False,False,2126.99,2126.99,2399.99
MB89025,015813890250,89025,1,False,False,385.35,385.35,0.0
WBMHU01N65RWR4T,747115449194,MHU01N65RWR4T,2,False,False,1225.0,1225.0,1349.0
WBMHU01N308NR2T,747115449156,MHU01N308NR2T,2,False,False,1225.0,1225.0,1349.0
WBMHU01N300NR6T,747115449477,MHU01N300NR6T,1,False,False,1225.0,1225.0,1349.0
CT01-8140,850013143627,01-8140,4,False,False,175.51,175.51,209.95
CT01-01980,850013143672,01-01980,12,False,False,235.88,235.88,349.95
PF01152,847313011527,01152,1,False,True,1841.0,1691.0,0.0
PF01237,847313011374,01237,2,False,True,2310.0,2060.0,0.0
CVPR3226NM,043125532261,PR3226NM,12,False,True,532.17,499.0,0.0
CVPR3241S,043125832415,PR3241S,7,False,False,487.83,487.83,579.0
BM00-50054-BLK,604206129413,00-50054-BLK,8,False,False,70.99,70.99,80.99
BEJRS20P382,082442928630,JRS20P382,0,False,False,1200.0,1200.0,1399.0
BEJRS20H318,082442928500,JRS20H318,0,False,False,1200.0,1200.0,1399.0
BEJRS20H382,082442928555,JRS20H382,0,False,False,1200.0,1200.0,1399.0
BEJRS20P370,082442928593,JRS20P370,0,False,False,1200.0,1200.0,1399.0
BR011-9082004,023614997535,0119082004,0,True,False,1529.0,1529.0,1799.99
BR035-556282,023614852575,035556282,2,False,False,1879.0,1879.0,2199.99
BR035-557229,023614853039,035557229,0,True,False,1089.0,1089.0,1279.99
BR035-255226,023614071679,035255226,0,False,False,829.0,829.0,979.99
BR035-558248,023614852872,035558248,0,False,False,1059.0,1059.0,1249.99
TS85614,713780856148,85614,15,False,True,554.34,514.34,0.0
TS85618,713780856186,85618,0,False,False,630.43,630.43,0.0
SV110TACC308,011356579386,57938,0,False,False,1309.75,1309.75,0.0
TS85604,713780856049,85604,12,False,True,521.72,481.72,0.0
TS85625,713780856254,85625,9,False,False,641.3,641.3,0.0
TS85622,713780856223,85622,3,False,False,641.3,641.3,0.0
BNBT-450008,840225705812,BT-450008,1,False,False,1412.0,1412.0,1610.0
SISL556122825DM,798681656226,SL-556-12X28-25DEG-M,0,False,False,131.0,131.0,149.99
WBMHU05N7M8RR2T,747115451296,MHU05N7M8RR2T,0,False,False,1225.0,1225.0,0.0
LSHCBN270KA,682146210903,HCBN270KA,4,False,True,901.09,899.99,0.0
CN8100004100,691328235221,810-00041-00,50,False,True,114.99,99.99,164.99
RIPA12H18,812285026428,PA12H18,0,False,False,199.23,199.23,0.0
LSCBOSS2512,682146302486,CBOSS2512,0,False,False,259.78,259.78,0.0
SI8900155,798681625444,8900155,0,False,False,36.0,36.0,0.0
CZ11380,806703113807,11380,0,False,False,26.52,26.52,0.0
CZ11385,806703113852,11385,0,False,False,27.67,27.67,0.0
SV110EP6.5CRLH,011356577030,57703,0,False,False,1667.05,1667.05,0.0
SV110EP223LH,011356577016,57701,4,False,False,1667.05,1667.05,0.0
RGFH006,859383006150,FH006,1,False,False,62.0,62.0,0.0
RGFH012,859383006488,FH012,1,False,False,62.0,62.0,0.0
RGFC006,859383006693,FC006,0,False,False,62.0,62.0,0.0
RUMUZBRAKERP556,736676904860,90486,2,False,False,37.45,37.45,0.0
CN8010301501,696528086529,801-03015-01,0,False,False,2126.99,2126.99,2399.99
CT01-01440,810048570126,01-01440,1,False,False,146.19,146.19,209.95
CT01-01460,810048570133,01-01460,15,False,True,162.44,142.22,229.95
CT01-01500,810048570157,01-01500,0,False,False,186.81,186.81,259.95
CT01-01400,810048570096,01-01400,1,False,False,268.05,268.05,379.95
CT01-01420,810048570102,01-01420,2,False,False,308.66,308.66,429.95
NONAA-22M-R,744253003264,NAA-22M-R,0,True,False,409.04,409.04,0.0
TRAC32103,719307616363,AC32103,2,False,True,67.34,36.23,0.0
SUXSC-HELLCAT,084871330183,XSC-HELLCAT,4,False,False,226.1,226.1,323.0
PF00457,847313004574,00457,2,False,False,150.0,150.0,180.0
PF00516,847313005168,00516,4,False,False,159.0,159.0,191.0
TRAC32091,719307616271,AC32091,3,False,False,67.34,67.34,0.0
FN20-100262,845737009106,20-100262,13,False,False,35.0,35.0,43.99
WBMWL05N300WR8B,747115446285,MWL05N300WR8B,2,False,False,1966.13,1966.13,2299.0
WBMWL05N65RWR6B,747115446315,MWL05N65RWR6B,3,False,True,1966.13,1899.99,2299.0
TRHK106Y,719307210608,HK106Y,2,False,False,105.64,105.64,0.0
LSHCBN223KA,682146891010,HCBN223KA,0,False,False,868.48,868.48,0.0
WBMCB20N257WR8B,747115448746,MCB20N257WR8B,0,False,False,2735.48,2735.48,3199.0
WBMCB20N65RWR6B,747115448838,MCB20N65RWR6B,1,False,False,2735.48,2735.48,3199.0
WBMCP01N257WR8B,747115440801,MCP01N257WR8B,1,False,True,2536.02,2336.02,2999.0
WBMBC20N257WR8B,747115448425,MBC20N257WR8B,0,False,False,2165.59,2165.59,2599.0
WBMBC20N243NR4B,747115448418,MBC20N243NR4B,0,False,False,2165.59,2165.59,2599.0
WBMBC20N257WL8B,747115448432,MBC20N257WL8B,0,False,False,2251.07,2251.07,2699.0
WBMBT20N270WR8B,747115448685,MBT20N270WR8B,0,False,False,2822.83,2822.83,3349.0
WBMBT20N300WL8B,747115448623,MBT20N300WL8B,0,False,False,2902.72,2902.72,3449.0
WBMCU03N65RWR6B,747115449378,MCU03N65RWR6B,2,False,False,1652.68,1652.68,1949.0
WBW940705,747115446858,W940705,5,False,False,40.35,40.35,0.0
SISLH762TIC-QD,798681642571,SLH762TIC-QD,1,False,True,988.0,928.72,1149.99
WBMCT20N300WL8B,747115448968,MCT20N300WL8B,0,False,False,3275.54,3275.54,3849.0
WBMCB20N300WL8B,747115448784,MCB20N300WL8B,0,False,False,2820.96,2820.96,3299.0
WBMDG01N300WR6B,747115441686,MDG01N300WR6B,2,False,False,2593.01,2593.01,3199.0
SV110EP300WINLH,011356577054,57705,0,False,False,1791.55,1791.55,0.0
SV110TAC6MMARC,011356577702,57770,0,False,False,672.08,672.08,0.0
CNCA10269315325,810651025921,CA10269-315325,1,False,False,4424.99,4424.99,5499.99
CN8010106800,696528089094,801-01068-00,1,False,True,1864.99,1764.99,2139.99
SISOR31004,798681618354,SOR31004,1,False,True,532.99,501.01,699.99
WBMAM05N653WR8B,747115446247,MAM05N653WR8B,2,False,False,2050.47,2050.47,2399.0
WBMWL05N65CMR4B,747115446308,MWL05N65CMR4B,1,False,False,1966.13,1966.13,2299.0
LSHCBN65PRCKA,682146853605,HCBN65PRCKA,0,False,False,955.43,955.43,0.0
WBMHU05N7MMRR6T,747115451302,MHU05N7MMRR6T,2,False,False,1225.0,1225.0,0.0
WBMHU05N280AR4T,747115451210,MHU05N280AR4T,0,False,False,1225.0,1225.0,0.0
WBMHU05N300NR6T,747115451227,MHU05N300NR6T,1,False,False,1225.0,1225.0,0.0
CN8100002900,691328233081,810-00029-00,8,False,False,187.99,187.99,269.99
WBMBT20N65CML4B,747115450527,MBT20N65CML4B,2,False,False,2902.72,2902.72,3449.0
WBMBT20N308NL4B,747115450510,MBT20N308NL4B,1,False,False,2902.72,2902.72,3449.0
CN8011201500,696528095941,801-12015-00,0,False,False,857.99,857.99,979.99
CN8011201200,696528095910,801-12012-00,0,True,False,857.99,857.99,979.99
CN8010112300,691328238659,801-01123-00,2,False,False,2165.99,2165.99,2499.99
CN8010112400,691328238666,801-01124-00,0,False,False,2165.99,2165.99,2499.99
CZ91421,806703914213,91421,0,False,False,729.67,729.67,0.0
CN8010304500,691328238840,801-03045-00,3,False,False,2126.99,2126.99,2399.99
WBMBC20N280AL6B,747115450442,MBC20N280AL6B,1,False,False,2251.07,2251.07,2699.0
CN8100004202,691328235290,810-00042-02,21,False,False,149.99,149.99,199.99
WBMBC20N65CML4B,747115450466,MBC20N65RWL6B,1,False,False,2251.07,2251.07,2699.0
WBMBT20N280AL6B,747115450503,MBT20N280AL6B,1,False,False,2902.72,2902.72,3449.0
CN8010628900,696528093961,801-06289-00,2,False,False,2347.99,2347.99,2649.99
CN8010629000,696528093978,801-06290-00,0,False,False,2347.99,2347.99,2649.99
CN8010629100,696528093985,801-06291-00,1,False,False,2347.99,2347.99,2649.99
CN8010622100,696528091905,801-06221-00,0,False,False,2924.99,2924.99,3299.99
CN8010622300,696528091929,801-06223-00,0,False,False,2924.99,2924.99,3299.99
CN8010622400,696528091936,801-06224-00,0,False,False,2924.99,2924.99,3299.99
CN8010622600,696528091950,801-06226-00,1,False,False,2924.99,2924.99,3299.99
CN8010622700,696528091967,801-06227-00,0,False,False,2924.99,2924.99,3299.99
CN8010622800,696528091974,801-06228-00,0,False,False,3145.99,3145.99,3549.99
WBMBC20N65RWL6B,747115450473,MBC20N65RWL6B,1,False,False,2251.07,2251.07,2699.0
BNBT36176502,840225708462,BT-361765-02,0,False,False,2375.0,2375.0,2770.0
GLUI4250201CO,764503000270,UI4250201CO,0,False,False,374.85,374.85,0.0
RO5C428LFI,019962532566,5C425LFI,2,False,False,690.0,690.0,979.99
SVSMC9MSF,011356670045,67004,1,False,False,369.02,369.02,0.0
SVSMC9BNS,011356670038,67003,4,False,True,421.74,349.0,0.0
SVSMC9F,011356670052,67005,0,False,False,369.02,369.02,0.0
SVSMC9G,011356670090,67009,1,False,False,369.02,369.02,0.0
WNMEG19-5/4DE,656813107803,MEG19-5/4DE,0,False,False,27.01,27.01,35.99
WN6102M,656813107360,6102M,7,False,False,56.86,56.86,84.49
WN6103M,656813107377,6103M,3,False,False,56.86,56.86,84.49
SS-2006,810013432602,SS-2006,0,False,False,711.2,711.2,889.0
CD930.317,8053800944007,930.317,0,False,False,231.74,231.74,0.0
BR035-559227,023614853619,035559227,0,True,False,1099.0,1099.0,0.0
WI512431691,048702024207,512431691,4,False,False,369.0,369.0,0.0
WI512434391,048702024306,512434391,8,False,False,319.0,319.0,0.0
WI512434691,048702024320,512434691,8,False,False,339.0,339.0,0.0
BR018-729205,023614853350,018729205,0,True,False,1929.0,1929.0,0.0
WI511252392,048702018749,511252392,0,False,False,779.0,779.0,0.0
WI511283292,048702022340,511283292,0,False,False,989.0,989.0,0.0
DB1060M061,810035753044,DB1060M061,0,False,False,1427.0,1427.0,1712.0
RO3P416AS,019962532467,3P416AS,4,False,False,305.0,305.0,439.99
FN20-100378,845737010362,20-100378,1,False,False,40.0,40.0,49.99
SM13508,022188888003,13508,1,False,False,791.0,791.0,0.0
SM13512,022188887884,13512,6,False,False,814.0,814.0,0.0
SM13514,022188887914,13514,1,False,False,894.0,894.0,0.0
FN20-100376,845737010348,20-100376,0,False,False,40.0,40.0,49.99
CN8010622900,696528091981,801-06229-00,0,False,False,3145.99,3145.99,3549.99
FP12029,810065120298,12029,0,False,True,1160.0,1130.0,0.0
HK81000289,642230260078,81000289,0,False,False,769.0,769.0,919.0
AD64243,850036491125,64243,4,False,False,78.0,78.0,97.99
BU201204,000381012043,201204,0,False,False,1032.2,1032.2,1250.0
BU201213,000381012135,201213,6,False,False,1196.98,1196.98,1450.0
BU201214,000381012142,201214,6,False,False,1196.98,1196.98,1450.0
SISORF1001,798681667246,SORF1001,0,False,False,199.99,199.99,0.0
MB95423,015813954235,95423,0,False,False,24.16,24.16,0.0
MB95418,015813954181,95418,0,False,False,24.16,24.16,0.0
ILM1911,602686263009,ILM1911,4,False,False,887.28,887.28,0.0
ILCLP30-10,752334000088,CLP30-10,7,False,False,31.76,31.76,0.0
KACM9093N,602686067393,CM9093N,3,False,False,379.22,379.22,0.0
KACT9093N,602686087391,CT9093N,9,False,False,355.78,355.78,0.0
KAK387,602686160322,K387,2,False,False,28.82,28.82,0.0
HNH006R,619835060280,H006R,0,True,False,766.3,766.3,0.0
